2024-12-28 14:11:59,498 - INFO - BLOCK - IP: 192.168.1.1, Protocol: tcp, Status: skipped, Details: IP already blocked
2025-01-01 12:31:22,781 - INFO - BLOCK - IP: 203.0.113.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:23,742 - INFO - BLOCK - IP: 203.0.113.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:24,274 - INFO - REMOVE - IP: 203.0.113.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:24,332 - INFO - BLOCK - IP: 203.0.113.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:25,294 - INFO - BLOCK - IP: 198.51.100.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:25,828 - INFO - REMOVE - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:25,888 - INFO - BLOCK - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:26,841 - INFO - BLOCK - IP: 198.51.100.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:27,377 - INFO - REMOVE - IP: 198.51.100.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:27,435 - INFO - BLOCK - IP: 198.51.100.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:28,339 - INFO - BLOCK - IP: 198.51.100.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:28,874 - INFO - REMOVE - IP: 198.51.100.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:28,935 - INFO - BLOCK - IP: 198.51.100.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:29,864 - INFO - BLOCK - IP: 8.8.8.8, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:31:30,381 - INFO - REMOVE - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:30,441 - INFO - BLOCK - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:31,346 - INFO - BLOCK - IP: 8.8.4.4, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:31:31,870 - INFO - REMOVE - IP: 8.8.4.4, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:31,933 - INFO - BLOCK - IP: 8.8.4.4, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:32,836 - INFO - BLOCK - IP: 192.0.2.1, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:31:33,358 - INFO - REMOVE - IP: 192.0.2.1, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:33,421 - INFO - BLOCK - IP: 192.0.2.1, Protocol: any, Status: success, Details: 
2025-01-01 12:31:47,888 - INFO - ALLOW - IP: 192.168.0.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:31:48,383 - INFO - REMOVE - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:48,440 - INFO - ALLOW - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:49,315 - INFO - ALLOW - IP: 192.168.0.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:31:49,810 - INFO - REMOVE - IP: 192.168.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:49,869 - INFO - ALLOW - IP: 192.168.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:50,731 - INFO - ALLOW - IP: 192.168.0.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:31:51,225 - INFO - REMOVE - IP: 192.168.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:51,284 - INFO - ALLOW - IP: 192.168.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:52,156 - INFO - ALLOW - IP: 10.0.0.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:31:52,662 - INFO - REMOVE - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:52,720 - INFO - ALLOW - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:53,620 - INFO - ALLOW - IP: 10.0.0.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:31:54,132 - INFO - REMOVE - IP: 10.0.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:54,193 - INFO - ALLOW - IP: 10.0.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:55,100 - INFO - ALLOW - IP: 10.0.0.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:31:55,635 - INFO - REMOVE - IP: 10.0.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:31:55,693 - INFO - ALLOW - IP: 10.0.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:31:56,586 - INFO - ALLOW - IP: 172.16.0.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:31:57,089 - INFO - REMOVE - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:57,146 - INFO - ALLOW - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:31:58,040 - INFO - ALLOW - IP: 172.16.0.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:31:58,550 - INFO - REMOVE - IP: 172.16.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:31:58,610 - INFO - ALLOW - IP: 172.16.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:31:59,500 - INFO - ALLOW - IP: 172.16.0.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:32:00,006 - INFO - REMOVE - IP: 172.16.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:00,066 - INFO - ALLOW - IP: 172.16.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:00,951 - INFO - ALLOW - IP: 203.0.113.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:32:01,454 - INFO - REMOVE - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:01,512 - INFO - ALLOW - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:02,388 - INFO - ALLOW - IP: 203.0.113.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:32:02,886 - INFO - REMOVE - IP: 203.0.113.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:02,945 - INFO - ALLOW - IP: 203.0.113.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:03,850 - INFO - ALLOW - IP: 203.0.113.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:32:04,408 - INFO - REMOVE - IP: 203.0.113.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:04,469 - INFO - ALLOW - IP: 203.0.113.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:05,467 - INFO - ALLOW - IP: 198.51.100.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:32:06,047 - INFO - REMOVE - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:06,110 - INFO - ALLOW - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:07,027 - INFO - ALLOW - IP: 198.51.100.2, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:32:07,632 - INFO - REMOVE - IP: 198.51.100.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:07,695 - INFO - ALLOW - IP: 198.51.100.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:08,618 - INFO - ALLOW - IP: 198.51.100.3, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:32:09,153 - INFO - REMOVE - IP: 198.51.100.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:09,213 - INFO - ALLOW - IP: 198.51.100.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:10,117 - INFO - ALLOW - IP: 8.8.8.8, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:32:10,644 - INFO - REMOVE - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:10,704 - INFO - ALLOW - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:11,638 - INFO - ALLOW - IP: 8.8.4.4, Protocol: udp, Status: removing existing block, Details: 
2025-01-01 12:32:12,177 - INFO - REMOVE - IP: 8.8.4.4, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:12,235 - INFO - ALLOW - IP: 8.8.4.4, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:13,169 - INFO - ALLOW - IP: 192.0.2.1, Protocol: any, Status: removing existing block, Details: 
2025-01-01 12:32:13,704 - INFO - REMOVE - IP: 192.0.2.1, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:13,766 - INFO - ALLOW - IP: 192.0.2.1, Protocol: any, Status: success, Details: 
2025-01-01 12:32:32,815 - INFO - BLOCK - IP: 192.168.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:33,375 - INFO - REMOVE - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:33,437 - INFO - BLOCK - IP: 192.168.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:34,421 - INFO - BLOCK - IP: 192.168.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:34,987 - INFO - REMOVE - IP: 192.168.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:35,056 - INFO - BLOCK - IP: 192.168.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:36,063 - INFO - BLOCK - IP: 192.168.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:36,623 - INFO - REMOVE - IP: 192.168.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:36,684 - INFO - BLOCK - IP: 192.168.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:37,668 - INFO - BLOCK - IP: 10.0.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:38,226 - INFO - REMOVE - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:38,289 - INFO - BLOCK - IP: 10.0.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:39,244 - INFO - BLOCK - IP: 10.0.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:39,802 - INFO - REMOVE - IP: 10.0.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:39,867 - INFO - BLOCK - IP: 10.0.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:40,882 - INFO - BLOCK - IP: 10.0.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:41,449 - INFO - REMOVE - IP: 10.0.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:41,517 - INFO - BLOCK - IP: 10.0.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:42,488 - INFO - BLOCK - IP: 172.16.0.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:43,041 - INFO - REMOVE - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:43,100 - INFO - BLOCK - IP: 172.16.0.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:44,010 - INFO - BLOCK - IP: 172.16.0.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:44,546 - INFO - REMOVE - IP: 172.16.0.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:44,606 - INFO - BLOCK - IP: 172.16.0.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:45,523 - INFO - BLOCK - IP: 172.16.0.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:46,061 - INFO - REMOVE - IP: 172.16.0.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:46,122 - INFO - BLOCK - IP: 172.16.0.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:47,061 - INFO - BLOCK - IP: 203.0.113.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:47,613 - INFO - REMOVE - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:47,672 - INFO - BLOCK - IP: 203.0.113.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:48,617 - INFO - BLOCK - IP: 203.0.113.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:49,153 - INFO - REMOVE - IP: 203.0.113.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:49,213 - INFO - BLOCK - IP: 203.0.113.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:50,154 - INFO - BLOCK - IP: 203.0.113.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:50,725 - INFO - REMOVE - IP: 203.0.113.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:50,788 - INFO - BLOCK - IP: 203.0.113.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:51,761 - INFO - BLOCK - IP: 198.51.100.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:52,293 - INFO - REMOVE - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:52,353 - INFO - BLOCK - IP: 198.51.100.1, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:53,283 - INFO - BLOCK - IP: 198.51.100.2, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:53,826 - INFO - REMOVE - IP: 198.51.100.2, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:53,887 - INFO - BLOCK - IP: 198.51.100.2, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:54,807 - INFO - BLOCK - IP: 198.51.100.3, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:55,334 - INFO - REMOVE - IP: 198.51.100.3, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:55,395 - INFO - BLOCK - IP: 198.51.100.3, Protocol: any, Status: success, Details: 
2025-01-01 12:32:56,328 - INFO - BLOCK - IP: 8.8.8.8, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:32:56,864 - INFO - REMOVE - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:56,925 - INFO - BLOCK - IP: 8.8.8.8, Protocol: tcp, Status: success, Details: 
2025-01-01 12:32:57,850 - INFO - BLOCK - IP: 8.8.4.4, Protocol: udp, Status: removing existing allow, Details: 
2025-01-01 12:32:58,385 - INFO - REMOVE - IP: 8.8.4.4, Protocol: udp, Status: success, Details: Removed 1 rules
2025-01-01 12:32:58,444 - INFO - BLOCK - IP: 8.8.4.4, Protocol: udp, Status: success, Details: 
2025-01-01 12:32:59,371 - INFO - BLOCK - IP: 192.0.2.1, Protocol: any, Status: removing existing allow, Details: 
2025-01-01 12:32:59,903 - INFO - REMOVE - IP: 192.0.2.1, Protocol: any, Status: success, Details: Removed 1 rules
2025-01-01 12:32:59,971 - INFO - BLOCK - IP: 192.0.2.1, Protocol: any, Status: success, Details: 
2025-01-01 12:45:05,198 - INFO - BLOCK - IP: 192.168.1.1, Protocol: tcp, Status: skipped, Details: IP already blocked
2025-01-01 12:48:05,982 - INFO - ALLOW - IP: 192.168.1.1, Protocol: tcp, Status: removing existing block, Details: 
2025-01-01 12:48:06,481 - INFO - REMOVE - IP: 192.168.1.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:48:06,542 - INFO - ALLOW - IP: 192.168.1.1, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:48:56,006 - INFO - BLOCK - IP: 192.168.1.0, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:48:56,887 - INFO - BLOCK - IP: 192.168.1.1, Protocol: tcp, Status: removing existing allow, Details: 
2025-01-01 12:48:57,406 - INFO - REMOVE - IP: 192.168.1.1, Protocol: tcp, Status: success, Details: Removed 1 rules
2025-01-01 12:48:57,467 - INFO - BLOCK - IP: 192.168.1.1, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:48:57,917 - INFO - BLOCK - IP: 192.168.1.2, Protocol: tcp, Status: skipped, Details: IP already blocked
2025-01-01 12:48:58,869 - INFO - BLOCK - IP: 192.168.1.3, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:48:59,827 - INFO - BLOCK - IP: 192.168.1.4, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:00,831 - INFO - BLOCK - IP: 192.168.1.5, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:01,793 - INFO - BLOCK - IP: 192.168.1.6, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:02,731 - INFO - BLOCK - IP: 192.168.1.7, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:03,665 - INFO - BLOCK - IP: 192.168.1.8, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:04,620 - INFO - BLOCK - IP: 192.168.1.9, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:05,616 - INFO - BLOCK - IP: 192.168.1.10, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:06,652 - INFO - BLOCK - IP: 192.168.1.11, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:07,652 - INFO - BLOCK - IP: 192.168.1.12, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:08,636 - INFO - BLOCK - IP: 192.168.1.13, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:09,640 - INFO - BLOCK - IP: 192.168.1.14, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:49:10,633 - INFO - BLOCK - IP: 192.168.1.15, Protocol: tcp, Status: success, Details: Port: 80
2025-01-01 12:50:16,361 - INFO - BLOCK - IP: 192.168.1.100, Protocol: udp, Status: success, Details: Port: 53
